country,year,total_DDD,watch_proportion,ses_risk_score,antibiotic_pressure_index
Brazil,2024,16.76,0.3324,0.31411978479118285,5.571024
Brazil,2025,16.61,0.3537,0.3051836627203815,5.874957
Brazil,2026,16.99,0.3476,0.3016765408587964,5.905724
Brazil,2027,16.83,0.3431,0.30770710983300914,5.774373
Brazil,2028,16.85,0.3433,0.30590165701255945,5.784605
Brazil,2029,17.71,0.3528,0.2819147589239784,6.248088
Brazil,2030,17.03,0.364,0.27834393912475,6.19892
Bulgaria,2004,10.24,0.2561,0.40896302042640603,2.622464
Bulgaria,2005,10.55,0.2597,0.4444562408934132,2.7398350000000002
Bulgaria,2006,10.8,0.2687,0.40251917161742157,2.9019600000000003
Bulgaria,2007,10.89,0.2682,0.4148745457899771,2.9206980000000002
Bulgaria,2008,10.73,0.2776,0.4317031971944476,2.978648
Bulgaria,2009,10.57,0.2918,0.4491894413207698,3.0843260000000003
Bulgaria,2010,11.22,0.3018,0.41087480471209153,3.3861960000000004
Bulgaria,2011,11.87,0.2831,0.425469093253688,3.360397
Bulgaria,2012,11.56,0.2922,0.4288822569790096,3.377832
Bulgaria,2013,12.19,0.2943,0.39598169866301225,3.587517
Bulgaria,2014,12.54,0.2942,0.41655282389367754,3.6892679999999998
Bulgaria,2015,12.86,0.2883,0.4262840570471395,3.707538
Bulgaria,2016,12.52,0.3052,0.4160510945366961,3.821104
Bulgaria,2017,12.49,0.3024,0.41502176840997834,3.776976
Bulgaria,2018,13.61,0.3061,0.419783845862697,4.166021
Bulgaria,2019,13.01,0.3193,0.40309418113488005,4.154093
Bulgaria,2020,12.95,0.3077,0.4018788279294448,3.9847149999999996
Bulgaria,2021,14.03,0.3063,0.4107628741595445,4.297389
Bulgaria,2022,13.9,0.3163,0.4024054877305767,4.3965700000000005
Bulgaria,2023,14.63,0.3058,0.39669978574280584,4.473854
Bulgaria,2024,13.98,0.3198,0.3980925396941072,4.470803999999999
Bulgaria,2025,14.55,0.3315,0.3994085782653276,4.8233250000000005
Bulgaria,2026,14.77,0.3432,0.40127414483588736,5.069064
Bulgaria,2027,15.07,0.3192,0.3914931736914902,4.810344
Bulgaria,2028,14.42,0.3296,0.39598893310181,4.752832
Bulgaria,2029,14.99,0.3336,0.37719227840564945,5.000664
Bulgaria,2030,15.82,0.3347,0.3518585770227681,5.294954
Cameroon,2004,10.64,0.2745,0.5708032092251402,2.9206800000000004
Cameroon,2005,10.41,0.2608,0.5936011559392234,2.714928
Cameroon,2006,11.12,0.2605,0.509095946951095,2.89676
Cameroon,2007,10.99,0.2747,0.5566295982764544,3.018953
Cameroon,2008,11.52,0.2786,0.5343564397767452,3.209472
Cameroon,2009,11.21,0.2886,0.5536464217728887,3.2352060000000007
Cameroon,2010,11.25,0.2866,0.5761836573884065,3.22425
Cameroon,2011,11.65,0.2843,0.5521948819634377,3.3120950000000002
Cameroon,2012,11.21,0.287,0.5118705377497084,3.21727
Cameroon,2013,11.6,0.2953,0.49267509319506886,3.42548
Cameroon,2014,13.15,0.2907,0.5008542452946201,3.8227050000000005
Cameroon,2015,12.77,0.3061,0.4891160945185559,3.9088969999999996
Cameroon,2016,12.14,0.3061,0.4953417993823057,3.716054
Cameroon,2017,12.67,0.2976,0.5023567748069803,3.7705919999999997
Cameroon,2018,13.33,0.2994,0.5546238063737859,3.991002
Cameroon,2019,13.0,0.3156,0.5003566230961181,4.1028
Cameroon,2020,13.92,0.3117,0.5453524122572421,4.338864
Cameroon,2021,13.87,0.2998,0.5412452394150011,4.158226
Cameroon,2022,13.76,0.3215,0.5394310301145455,4.42384
Cameroon,2023,13.66,0.3264,0.4807598893445567,4.458624
Cameroon,2024,14.31,0.3259,0.4002203978403963,4.663629
Cameroon,2025,14.87,0.3387,0.38970691978970107,5.036468999999999
Cameroon,2026,14.11,0.3224,0.39281537313935344,4.549064
Cameroon,2027,15.02,0.329,0.3861935488808275,4.94158
Cameroon,2028,15.8,0.3461,0.3827726786716968,5.468380000000001
Cameroon,2029,14.87,0.3304,0.3841771957709651,4.913048
Cameroon,2030,14.89,0.3447,0.3871758255318982,5.132583
Canada,2004,9.96,0.2562,0.3307600370670875,2.551752
Canada,2005,9.89,0.2749,0.35111509368972765,2.7187609999999998
Canada,2006,10.3,0.2599,0.3190763357875014,2.6769700000000003
Canada,2007,10.05,0.276,0.30583351572872297,2.7738000000000005
Canada,2008,11.09,0.2823,0.3088333411066392,3.130707
Canada,2009,11.77,0.2801,0.29087305146685744,3.296777
Canada,2010,11.26,0.265,0.29275360092893654,2.9839
Canada,2011,11.64,0.2875,0.31517730946620603,3.3465
Canada,2012,11.9,0.2675,0.27553999787819317,3.18325
Canada,2013,12.49,0.2962,0.27364481902440346,3.6995380000000004
Canada,2014,12.04,0.2902,0.27358168178705594,3.494008
Canada,2015,11.63,0.2992,0.2709796409654998,3.4796960000000006
Canada,2016,12.46,0.2877,0.27731228810094694,3.5847420000000003
Canada,2017,13.59,0.3174,0.26392640047458304,4.313466
Canada,2018,13.29,0.3048,0.2701863656438591,4.0507919999999995
Canada,2019,12.7,0.3078,0.2679755761216319,3.90906
Canada,2020,13.59,0.3099,0.24949952314378337,4.211541
Canada,2021,13.59,0.3159,0.2480392388438248,4.293081
Canada,2022,13.34,0.3252,0.2434068045043385,4.338168
Canada,2023,14.4,0.3157,0.24326284671851878,4.54608
Canada,2024,13.92,0.3442,0.4018040268801063,4.791264
Canada,2025,14.86,0.3028,0.40144622841330513,4.499608
Canada,2026,14.56,0.3188,0.4023697821441945,4.641728
Canada,2027,14.44,0.3251,0.39593428533779074,4.694444
Canada,2028,15.02,0.3337,0.3996509934680347,5.012174
Canada,2029,14.68,0.3271,0.3722139940524116,4.8018279999999995
Canada,2030,14.58,0.3401,0.40885351125848074,4.958658
Chile,2004,10.31,0.2716,0.44879794797687395,2.800196
Chile,2005,10.79,0.267,0.4416912011976839,2.8809299999999998
Chile,2006,10.44,0.2904,0.43403179357125954,3.031776
Chile,2007,10.43,0.2584,0.4254666346817586,2.695112
Chile,2008,10.82,0.2769,0.414960471779822,2.9960579999999997
Chile,2009,11.74,0.2733,0.4077377778153003,3.208542
Chile,2010,10.75,0.2883,0.3850564595821004,3.099225
Chile,2011,11.42,0.2733,0.37082753121991036,3.121086
Chile,2012,11.43,0.2883,0.3564556988182833,3.295269
Chile,2013,11.29,0.3047,0.3414513509103488,3.440063
Chile,2014,12.13,0.2934,0.32989172805513867,3.558942
Chile,2015,12.82,0.2885,0.3179704233025414,3.6985699999999997
Chile,2016,12.62,0.2981,0.3051723729127171,3.7620219999999995
Chile,2017,12.99,0.3264,0.2871192972889689,4.239936
Chile,2018,12.56,0.3043,0.2782937713830158,3.8220080000000003
Chile,2019,14.05,0.299,0.2765844879025989,4.20095
Chile,2020,14.04,0.3118,0.26881824832241813,4.3776720000000005
Chile,2021,14.01,0.3196,0.2533052286042326,4.477596
Chile,2022,13.93,0.3081,0.24415717370754003,4.291833
Chile,2023,13.94,0.3268,0.23320763166386105,4.555592
Chile,2024,14.05,0.3121,0.3921070481201352,4.3850050000000005
Chile,2025,14.01,0.3401,0.4053276735006509,4.764801
Chile,2026,15.24,0.3218,0.40641323251925676,4.9042319999999995
Chile,2027,14.79,0.3444,0.3883990634654363,5.093675999999999
Chile,2028,15.12,0.3357,0.3831725989411716,5.075784
Chile,2029,15.45,0.3269,0.39294356582303536,5.050605
Chile,2030,15.13,0.3487,0.3649123010661526,5.275831
China,2004,16.38,0.3876,0.49935227921022873,6.348888
China,2005,16.64,0.3731,0.46846171824264127,6.208384
China,2006,17.07,0.402,0.43487721308451627,6.86214
China,2007,17.41,0.3993,0.4533997022100921,6.951813
China,2008,17.12,0.3925,0.4127233107149619,6.719600000000001
China,2009,17.62,0.3929,0.4403165645470408,6.922898000000001
China,2010,17.85,0.4069,0.43127392198662595,7.263165
China,2011,18.62,0.4125,0.45058824168360867,7.68075
China,2012,19.42,0.4088,0.4495302136434771,7.938896000000001
China,2013,19.19,0.4118,0.3926428614583799,7.902442000000001
China,2014,18.66,0.4024,0.43066676764701606,7.5087839999999995
China,2015,19.79,0.4116,0.3810970595318117,8.145564
China,2016,19.88,0.4048,0.4121854633363923,8.047424
China,2017,20.32,0.4191,0.4042730479307609,8.516112
China,2018,20.58,0.4269,0.3697235373790765,8.785601999999999
China,2019,20.15,0.439,0.3818804553280079,8.845849999999999
China,2020,20.59,0.428,0.3714067329041056,8.81252
China,2021,21.22,0.4443,0.37068309328231636,9.428045999999998
China,2022,21.74,0.4466,0.36298269462084576,9.709083999999999
China,2023,22.08,0.4398,0.3628519030516735,9.710784
China,2024,21.98,0.4383,0.36635670480771754,9.633834
China,2025,22.62,0.4486,0.3644845585900641,10.147332
China,2026,22.64,0.4631,0.3538160939092327,10.484584
China,2027,23.32,0.4409,0.33773079662416694,10.281788
China,2028,24.1,0.4382,0.3325802004237679,10.56062
China,2029,23.96,0.4526,0.31613162989263477,10.844296
China,2030,24.73,0.4694,0.3105501910812987,11.608262
Colombia,2004,9.74,0.2731,0.6059673177043357,2.659994
Colombia,2005,9.59,0.2744,0.5951761274593803,2.631496
Colombia,2006,10.58,0.2599,0.587914408571002,2.7497420000000004
Colombia,2007,11.19,0.2798,0.5774264351144959,3.130962
Colombia,2008,11.08,0.2779,0.5670004277410452,3.079132
Colombia,2009,11.36,0.2745,0.5614619838828867,3.11832
Colombia,2010,11.63,0.2624,0.5556334073986134,3.0517120000000006
Colombia,2011,10.25,0.2887,0.5503212490798302,2.959175
Colombia,2012,11.96,0.2804,0.5452106014490206,3.353584
Colombia,2013,11.57,0.3032,0.5387687978734723,3.5080240000000003
Colombia,2014,12.0,0.287,0.5340826585085556,3.444
Colombia,2015,12.01,0.304,0.5360776231271098,3.65104
Colombia,2016,11.72,0.2971,0.5344909320493973,3.482012
Colombia,2017,12.51,0.3006,0.5272006401659058,3.7605059999999995
Colombia,2018,13.27,0.3001,0.521825971592465,3.9823269999999997
Colombia,2019,13.09,0.2893,0.5189367026478996,3.786937
Colombia,2020,13.18,0.3004,0.5127370815435311,3.959272
Colombia,2021,13.69,0.3116,0.5004745739707742,4.265803999999999
Colombia,2022,13.62,0.3186,0.5522394190080603,4.339332
Colombia,2023,13.64,0.3086,0.5034626395532348,4.209304
Colombia,2024,13.16,0.3222,0.3961098385272531,4.240152
Colombia,2025,14.4,0.3254,0.39861655899329274,4.68576
Colombia,2026,14.36,0.3394,0.3794588730407841,4.873784
Colombia,2027,14.5,0.3497,0.38476265939874427,5.0706500000000005
Colombia,2028,14.88,0.3267,0.3779209441341002,4.861296
Colombia,2029,15.04,0.3371,0.3697073080345182,5.069984
Colombia,2030,15.55,0.3596,0.3739379774248658,5.59178
Costa Rica,2004,10.25,0.27,0.5726091879068301,2.7675
Costa Rica,2005,10.76,0.2702,0.555049127487461,2.907352
Costa Rica,2006,11.36,0.2655,0.5324635314136577,3.01608
Costa Rica,2007,10.54,0.2597,0.5255598909012786,2.7372379999999996
Costa Rica,2008,10.88,0.2538,0.5147669453269226,2.7613440000000007
Costa Rica,2009,11.44,0.2709,0.509172904643436,3.0990959999999994
Costa Rica,2010,11.65,0.2844,0.4983860751166568,3.31326
Costa Rica,2011,11.11,0.3048,0.491414221259067,3.386328
Costa Rica,2012,11.49,0.2784,0.4886762802845428,3.198816
Costa Rica,2013,11.83,0.2946,0.48363881010915727,3.4851179999999995
Costa Rica,2014,11.76,0.3009,0.4786558899257051,3.5385839999999997
Costa Rica,2015,12.45,0.294,0.5105895561397876,3.6602999999999994
Costa Rica,2016,12.18,0.2999,0.5056507272581159,3.6527819999999998
Costa Rica,2017,12.69,0.2816,0.501192264963118,3.5735040000000002
Costa Rica,2018,13.12,0.2955,0.49126053398107294,3.8769599999999995
Costa Rica,2019,13.07,0.299,0.48550510437180033,3.90793
Costa Rica,2020,13.25,0.3062,0.475132462583276,4.05715
Costa Rica,2021,13.44,0.3092,0.47263543395263174,4.155647999999999
Costa Rica,2022,13.52,0.3268,0.4693856792934515,4.418335999999999
Costa Rica,2023,14.17,0.325,0.5106523891064108,4.60525
Costa Rica,2024,14.71,0.3173,0.39895624456276296,4.667483000000001
Costa Rica,2025,14.56,0.3202,0.40571700796114624,4.662112
Costa Rica,2026,14.25,0.3417,0.391870207039192,4.869225
Costa Rica,2027,14.44,0.3564,0.3897409751209857,5.146415999999999
Costa Rica,2028,15.94,0.313,0.3993677024946497,4.9892199999999995
Costa Rica,2029,15.55,0.3292,0.3705593708409904,5.11906
Costa Rica,2030,15.61,0.3426,0.3756837136050073,5.347986
Croatia,2004,9.17,0.2638,0.3939727855495231,2.419046
Croatia,2005,10.92,0.2682,0.4396183557160128,2.928744
Croatia,2006,11.35,0.2615,0.3845256601949893,2.968025
Croatia,2007,11.55,0.2717,0.4008812408037756,3.138135
Croatia,2008,10.47,0.2804,0.4635246470999994,2.935788
Croatia,2009,11.88,0.2798,0.4286893315302147,3.324024
Croatia,2010,11.49,0.282,0.42343870403304784,3.2401799999999996
Croatia,2011,10.72,0.3043,0.44960344580028666,3.2620960000000006
Croatia,2012,12.56,0.302,0.4209415683789858,3.79312
Croatia,2013,12.17,0.291,0.416906178920414,3.54147
Croatia,2014,12.07,0.3088,0.4462237414255158,3.7272160000000003
Croatia,2015,12.73,0.2844,0.4062083109552021,3.620412
Croatia,2016,12.41,0.3026,0.4282594426533992,3.7552659999999998
Croatia,2017,12.58,0.3091,0.3910615264037702,3.8884779999999997
Croatia,2018,13.81,0.3251,0.41183098228860465,4.489631
Croatia,2019,13.48,0.2991,0.4166983029606699,4.031868
Croatia,2020,13.8,0.2988,0.40442466359154683,4.12344
Croatia,2021,13.41,0.3072,0.4030306511137465,4.119552
Croatia,2022,13.71,0.3203,0.4024054877305767,4.391313
Croatia,2023,14.44,0.3232,0.398777058867425,4.667008
Croatia,2024,13.55,0.3294,0.398931965378139,4.46337
Croatia,2025,14.73,0.3345,0.39307906341076493,4.927185000000001
Croatia,2026,14.33,0.3274,0.39457557513478825,4.691642000000001
Croatia,2027,14.63,0.3408,0.3885719770418,4.985904000000001
Croatia,2028,14.26,0.3304,0.38127794798045034,4.711504000000001
Croatia,2029,15.74,0.3333,0.3893936832157824,5.246142
Croatia,2030,15.95,0.3493,0.3904725875644127,5.5713349999999995
Czech Republic,2004,9.44,0.2543,0.44384270654214614,2.400592
Czech Republic,2005,11.17,0.2488,0.45534100436725955,2.779096
Czech Republic,2006,10.36,0.27,0.45339859842000885,2.7972
Czech Republic,2007,10.91,0.2885,0.43270660696983365,3.147535
Czech Republic,2008,10.61,0.2763,0.415814233455691,2.9315429999999996
Czech Republic,2009,11.51,0.2748,0.4315251076512032,3.1629479999999996
Czech Republic,2010,11.04,0.2763,0.43221282288820734,3.0503519999999997
Czech Republic,2011,11.11,0.2838,0.4018331770663437,3.153018
Czech Republic,2012,12.23,0.2818,0.4346045498893153,3.446414
Czech Republic,2013,12.27,0.2697,0.4282871899056311,3.3092189999999997
Czech Republic,2014,11.45,0.3054,0.39664306129344995,3.4968299999999997
Czech Republic,2015,12.33,0.3002,0.40672679021442193,3.7014660000000004
Czech Republic,2016,12.0,0.2893,0.4045817659758376,3.4716
Czech Republic,2017,13.27,0.3014,0.4172648038390596,3.999578
Czech Republic,2018,13.25,0.3051,0.4035744108702666,4.042574999999999
Czech Republic,2019,13.66,0.3023,0.42028879887080745,4.129418
Czech Republic,2020,12.47,0.3012,0.4033971269662596,3.7559640000000005
Czech Republic,2021,13.81,0.3165,0.40393019238420313,4.370865
Czech Republic,2022,13.69,0.3287,0.4024054877305767,4.499903
Czech Republic,2023,13.75,0.3081,0.4013425363448456,4.236375
Czech Republic,2024,14.54,0.3159,0.39985406332963647,4.593186
Czech Republic,2025,14.49,0.3112,0.400245020381963,4.509288
Czech Republic,2026,13.99,0.3222,0.40158405664371516,4.507578
Czech Republic,2027,15.68,0.3366,0.3649347133516897,5.277888
Czech Republic,2028,14.88,0.3308,0.3686417565219687,4.922304
Czech Republic,2029,15.29,0.3393,0.3857332973458282,5.1878969999999995
Czech Republic,2030,15.68,0.3614,0.3636339451176528,5.666752
Denmark,2004,10.07,0.2895,0.271568736429206,2.9152649999999998
Denmark,2005,9.63,0.2682,0.2726891954871654,2.5827660000000003
Denmark,2006,10.31,0.2742,0.26231939021705253,2.8270020000000002
Denmark,2007,10.26,0.2637,0.24509991796812175,2.705562
Denmark,2008,11.01,0.2612,0.2611054830516232,2.875812
Denmark,2009,12.46,0.2897,0.23331693814513368,3.6096620000000006
Denmark,2010,11.73,0.2849,0.19561431423331968,3.3418769999999998
Denmark,2011,11.8,0.2825,0.22626360261260564,3.3335
Denmark,2012,11.9,0.2846,0.21900208144955646,3.3867400000000005
Denmark,2013,11.58,0.2881,0.2167577424573304,3.3361980000000004
Denmark,2014,12.78,0.2963,0.20638888235707997,3.786714
Denmark,2015,13.06,0.3062,0.21554793867682714,3.9989720000000006
Denmark,2016,13.52,0.3013,0.21645826373585644,4.073576
Denmark,2017,12.87,0.2979,0.1956614312865402,3.833973
Denmark,2018,13.49,0.3008,0.20031225013331616,4.057792
Denmark,2019,13.47,0.2909,0.19367372381468473,3.918423
Denmark,2020,13.22,0.3256,0.18057047608372234,4.304432
Denmark,2021,13.81,0.3277,0.17687306105943065,4.525537
Denmark,2022,13.6,0.3149,0.308272010105744,4.28264
Denmark,2023,13.33,0.32,0.3054864408438873,4.2656
Denmark,2024,14.54,0.3208,0.40237818314245705,4.664432
Denmark,2025,14.44,0.3165,0.3892274866867337,4.57026
Denmark,2026,14.26,0.3292,0.38966070034094225,4.694392
Denmark,2027,15.12,0.3284,0.37920783567458716,4.965408
Denmark,2028,15.29,0.3467,0.371282675221687,5.301043
Denmark,2029,15.01,0.3265,0.3730764369757055,4.900765
Denmark,2030,14.5,0.3435,0.36994561844413404,4.9807500000000005
Dominican Republic,2004,9.91,0.2639,0.39166827059397147,2.6152490000000004
Dominican Republic,2005,10.13,0.2635,0.4307442177687929,2.669255
Dominican Republic,2006,10.75,0.2654,0.44536435228043747,2.85305
Dominican Republic,2007,11.21,0.2641,0.3888428228582571,2.960561
Dominican Republic,2008,10.75,0.2709,0.4354967864055904,2.9121749999999995
Dominican Republic,2009,11.37,0.267,0.4287394620483562,3.03579
Dominican Republic,2010,11.86,0.2631,0.453850005547084,3.1203659999999998
Dominican Republic,2011,11.53,0.2875,0.4080886019192873,3.3148749999999993
Dominican Republic,2012,11.2,0.2907,0.4480707397074831,3.25584
Dominican Republic,2013,12.33,0.2923,0.4294960451335057,3.604059
Dominican Republic,2014,12.17,0.2921,0.4004602943863421,3.554857
Dominican Republic,2015,12.39,0.3055,0.43131146331780057,3.785145
Dominican Republic,2016,12.49,0.2941,0.4227275338784169,3.6733089999999997
Dominican Republic,2017,13.15,0.3079,0.40099627669678256,4.048885
Dominican Republic,2018,13.42,0.2936,0.4094764274380336,3.9401120000000005
Dominican Republic,2019,13.65,0.3063,0.40921005034348934,4.180995
Dominican Republic,2020,13.03,0.3187,0.4111475181990555,4.152660999999999
Dominican Republic,2021,13.73,0.3032,0.4057390957067323,4.162936
Dominican Republic,2022,13.71,0.3234,0.4024054877305767,4.433814000000001
Dominican Republic,2023,13.29,0.3255,0.3975370047352662,4.325895
Dominican Republic,2024,14.12,0.3282,0.39490729191093377,4.634183999999999
Dominican Republic,2025,13.51,0.342,0.39260166711455824,4.62042
Dominican Republic,2026,14.35,0.3232,0.3802058877700069,4.637919999999999
Dominican Republic,2027,14.7,0.3375,0.3910855964707196,4.96125
Dominican Republic,2028,14.94,0.3505,0.3877097155780028,5.23647
