country,year,total_DDD,watch_proportion,ses_risk_score,antibiotic_pressure_index
Czech Republic,2015,12.47,0.3047,0.42670001685739734,3.7996090000000007
Czech Republic,2016,12.72,0.2992,0.41689848044415434,3.8058240000000003
Czech Republic,2017,13.21,0.323,0.4004659993441329,4.266830000000001
Czech Republic,2018,12.46,0.3049,0.41181614530640565,3.7990540000000004
Czech Republic,2019,13.5,0.3089,0.40376042952530156,4.1701500000000005
Czech Republic,2020,13.97,0.3077,0.40588381091626324,4.298569
Czech Republic,2021,13.19,0.3227,0.40382044657052296,4.256412999999999
Czech Republic,2022,12.69,0.3122,0.40096343144058344,3.9618179999999996
Czech Republic,2023,14.95,0.3203,0.39946257595956797,4.788485
Czech Republic,2024,14.34,0.3135,0.40211194776834314,4.49559
Czech Republic,2025,14.39,0.3246,0.396259084427973,4.670994
Czech Republic,2026,15.34,0.3189,0.39788536857553125,4.891926
Czech Republic,2027,13.7,0.3361,0.38946205697258396,4.60457
Czech Republic,2028,15.62,0.3281,0.4280308205447868,5.124922
Czech Republic,2029,14.47,0.3273,0.38394358155712194,4.736031
Czech Republic,2030,15.57,0.3354,0.3557242717686598,5.2221779999999995
France,2015,11.62,0.2084,0.21621771373869914,2.421608
France,2016,11.44,0.2409,0.21435963283689397,2.755896
France,2017,11.59,0.2238,0.21330509897125371,2.593842
France,2018,12.17,0.2449,0.21251658470595647,2.980433
France,2019,11.61,0.2286,0.21323518198224733,2.6540459999999997
France,2020,12.36,0.2315,0.20398252025942776,2.86134
France,2021,11.83,0.256,0.19872687465316013,3.02848
France,2022,12.02,0.234,0.20396243836492456,2.81268
France,2023,11.21,0.2404,0.1964230313739566,2.694884
France,2024,12.02,0.2348,0.16247153669311246,2.822296
France,2025,12.47,0.2291,0.1667388269110969,2.8568770000000003
France,2026,11.52,0.2351,0.18003604325571235,2.708352
France,2027,12.18,0.2287,0.16946527761943106,2.7855659999999998
France,2028,11.77,0.2362,0.17373012213595324,2.780074
France,2029,12.26,0.2383,0.1511097865405245,2.921558
France,2030,12.71,0.2241,0.14399439237839878,2.8483110000000003
Germany,2015,9.73,0.2052,0.16189665769382594,1.996596
Germany,2016,9.8,0.2318,0.1587727898224981,2.27164
Germany,2017,9.63,0.215,0.15371534791606392,2.07045
Germany,2018,10.05,0.2008,0.14770849698949806,2.01804
Germany,2019,10.03,0.2232,0.1425359720770705,2.238696
Germany,2020,9.76,0.2226,0.12942161249058434,2.172576
Germany,2021,9.91,0.2095,0.12135905739574995,2.076145
Germany,2022,9.39,0.2279,0.12395663348957628,2.139981
Germany,2023,10.68,0.2112,0.12974324671401796,2.255616
Germany,2024,10.16,0.208,0.13826954109078837,2.11328
Germany,2025,9.88,0.2162,0.1291938586931971,2.1360560000000004
Germany,2026,9.66,0.2214,0.13527172239085797,2.1387240000000003
Germany,2027,10.56,0.2288,0.11249152493537998,2.416128
Germany,2028,10.01,0.2384,0.08938494558428627,2.386384
Germany,2029,10.35,0.2432,0.11156437756072682,2.51712
Germany,2030,9.8,0.2564,0.07905264571799663,2.5127200000000003
Greece,2015,12.3,0.2834,0.42049196820671,3.48582
Greece,2016,12.14,0.3076,0.4298657251179489,3.734264
Greece,2017,13.13,0.3094,0.4157302314044354,4.062422000000001
Greece,2018,13.21,0.293,0.4199732876794333,3.87053
Greece,2019,13.11,0.2842,0.40598199340574154,3.725862
Greece,2020,13.02,0.317,0.41043323047126545,4.12734
Greece,2021,12.82,0.3371,0.4035016069370282,4.3216220000000005
Greece,2022,14.28,0.3049,0.40096343144058344,4.353972
Greece,2023,14.27,0.325,0.40042284788657645,4.63775
Greece,2024,14.12,0.3283,0.3919187759209728,4.635596
Greece,2025,14.27,0.3252,0.38958369513055635,4.640604
Greece,2026,14.8,0.3333,0.39669116528784865,4.93284
Greece,2027,14.92,0.3351,0.39933092215918875,4.9996920000000005
Greece,2028,15.38,0.3426,0.3654734214238715,5.269188000000001
Greece,2029,14.72,0.3303,0.3980809931560658,4.862016
Greece,2030,15.98,0.3565,0.38372975074205773,5.69687
Hungary,2015,12.62,0.2932,0.41156902684790264,3.700184
Hungary,2016,12.93,0.3058,0.41410881956576423,3.9539940000000002
Hungary,2017,12.18,0.3027,0.40928050187715737,3.6868860000000003
Hungary,2018,12.44,0.3004,0.4039322431071702,3.736976
Hungary,2019,13.21,0.3252,0.40635658564719057,4.295892
Hungary,2020,12.55,0.3074,0.40101871290656876,3.85787
Hungary,2021,13.87,0.3207,0.403125479358846,4.448109
Hungary,2022,14.14,0.3071,0.40096343144058344,4.342394
Hungary,2023,13.95,0.3154,0.3960570027120644,4.39983
Hungary,2024,14.72,0.3216,0.40124231386918574,4.733952
Hungary,2025,14.41,0.3279,0.39794025040960457,4.725039000000001
Hungary,2026,14.08,0.3342,0.38126866233891404,4.705536
Hungary,2027,14.36,0.3338,0.38709522821991504,4.793367999999999
Hungary,2028,14.71,0.347,0.39260108734722643,5.10437
Hungary,2029,15.22,0.3573,0.38427169198355654,5.438106
Hungary,2030,14.51,0.3547,0.365445984171418,5.1466970000000005
Ireland,2015,12.74,0.2989,0.4096761062663705,3.807986
Ireland,2016,13.48,0.2847,0.4087164962093231,3.837756
Ireland,2017,12.89,0.3145,0.42014816732334265,4.053905
Ireland,2018,13.24,0.3012,0.41302932123565284,3.9878880000000003
Ireland,2019,13.46,0.3038,0.4107401367257113,4.089148000000001
Ireland,2020,13.26,0.3044,0.3986300533033631,4.036344
Ireland,2021,14.02,0.3171,0.40282925895373933,4.445742
Ireland,2022,14.81,0.3255,0.40096343144058344,4.820655
Ireland,2023,13.41,0.328,0.3999288031568562,4.39848
Ireland,2024,13.76,0.3202,0.39570450094573073,4.405952
Ireland,2025,14.46,0.3151,0.398430645605223,4.5563460000000005
Ireland,2026,14.4,0.3223,0.39293733683558973,4.64112
Ireland,2027,14.86,0.3313,0.3992408909017515,4.923118
Ireland,2028,14.96,0.3521,0.3747404170184321,5.267416000000001
Ireland,2029,15.42,0.3423,0.388069584445276,5.2782659999999995
Ireland,2030,15.84,0.3596,0.39763559858855013,5.696064
Israel,2015,12.96,0.2854,0.2474317605962434,3.6987840000000003
Israel,2016,12.81,0.3067,0.24405145966846775,3.9288269999999996
Israel,2017,13.19,0.3006,0.23856906029641464,3.9649139999999994
Israel,2018,13.03,0.2961,0.23339185683808641,3.8581829999999995
Israel,2019,13.05,0.2963,0.22881693232201078,3.866715
Israel,2020,13.91,0.3058,0.21956137507964513,4.253678
Israel,2021,13.23,0.317,0.2092676910043178,4.19391
Israel,2022,13.84,0.3101,0.2111526928299295,4.291784
Israel,2023,14.15,0.3137,0.2068002294934865,4.438855
Israel,2024,14.4,0.3227,0.40079306097585243,4.64688
Israel,2025,14.49,0.3222,0.3974493474224735,4.668678
Israel,2026,14.33,0.3316,0.3919282643489591,4.751828
Israel,2027,14.17,0.3458,0.38113876808304337,4.899986
Israel,2028,14.82,0.3558,0.3955262844394959,5.272956
Israel,2029,15.47,0.3371,0.3851929482882128,5.214937000000001
Israel,2030,15.16,0.3462,0.3763070482890495,5.248392
Italy,2015,12.59,0.3003,0.24795778856747955,3.780777
Italy,2016,12.94,0.3002,0.2440175801346927,3.884588
Italy,2017,13.26,0.2943,0.24164395009335382,3.902418
Italy,2018,12.92,0.3112,0.24077823185307115,4.020703999999999
Italy,2019,12.89,0.3084,0.24079346901577203,3.9752760000000005
Italy,2020,14.01,0.3121,0.23518714657192824,4.372521
Italy,2021,13.41,0.3253,0.23019870152248048,4.362273
Italy,2022,13.35,0.3137,0.23057412670175492,4.187894999999999
Italy,2023,14.43,0.3123,0.33667592981465544,4.506489
Italy,2024,14.3,0.3223,0.39982801594957695,4.60889
Italy,2025,15.03,0.3118,0.3836157961764516,4.686354
Italy,2026,14.38,0.3258,0.39227355755284243,4.685004
Italy,2027,14.95,0.3375,0.3958260183525003,5.045625
Italy,2028,15.17,0.3492,0.3992148808519902,5.297364
Italy,2029,15.47,0.3252,0.3853879465706984,5.030844
Italy,2030,14.82,0.3356,0.39233188896036764,4.973592
Poland,2015,12.19,0.2916,0.3160361166356147,3.5546040000000003
Poland,2016,13.02,0.2927,0.30951297970569824,3.810954
Poland,2017,13.24,0.3135,0.3067591296774274,4.15074
Poland,2018,13.01,0.2998,0.30642716786830804,3.900398
Poland,2019,13.72,0.2995,0.26712244229032134,4.10914
Poland,2020,13.59,0.3137,0.26525442104385666,4.263183
Poland,2021,14.12,0.3176,0.2570550576705518,4.484512
Poland,2022,13.81,0.3276,0.25527536083595126,4.5241560000000005
Poland,2023,13.85,0.3256,0.2194559851138655,4.50956
Poland,2024,14.25,0.3233,0.3944886603857506,4.607024999999999
Poland,2025,13.81,0.326,0.39459941340993004,4.50206
Poland,2026,14.2,0.3343,0.3971846122394692,4.747059999999999
Poland,2027,15.75,0.3297,0.3873032249469496,5.192775
Poland,2028,15.37,0.3451,0.41453668112460995,5.304187
Poland,2029,14.74,0.3451,0.3944045866641672,5.086774
Poland,2030,15.27,0.3366,0.3741529366403179,5.139882
Portugal,2015,12.73,0.2904,0.21122998616966338,3.696792
Portugal,2016,12.4,0.3066,0.19516072626297767,3.80184
Portugal,2017,13.32,0.3027,0.18387723192757438,4.031964
Portugal,2018,13.27,0.2908,0.17341667820511947,3.858916
Portugal,2019,13.16,0.3125,0.17145083089381502,4.1125
Portugal,2020,13.06,0.3174,0.161531043661918,4.145244
Portugal,2021,13.71,0.3169,0.15031266219451656,4.344699
Portugal,2022,14.27,0.3297,0.15590076950868847,4.704819
Portugal,2023,13.51,0.3134,0.2947429805200517,4.234034
Portugal,2024,14.42,0.32,0.39485279034893284,4.6144
Portugal,2025,15.2,0.3371,0.39120184182401113,5.12392
Portugal,2026,14.27,0.3214,0.39079023468743435,4.586378
Portugal,2027,14.29,0.3357,0.39159720171640916,4.797153
Portugal,2028,14.76,0.3282,0.38006074678495416,4.844232
Portugal,2029,14.69,0.3469,0.38898047887414977,5.095961
Portugal,2030,15.1,0.3319,0.3648030041984101,5.01169
Romania,2015,11.65,0.3,0.4086759371409008,3.495
Romania,2016,12.69,0.3063,0.4285405682868363,3.886947
Romania,2017,13.37,0.3041,0.3998922183336576,4.065816999999999
Romania,2018,12.86,0.289,0.42245776123283185,3.7165399999999997
Romania,2019,13.24,0.3115,0.40639580811076903,4.1242600000000005
Romania,2020,13.5,0.2915,0.4077902409730522,3.93525
Romania,2021,14.09,0.3202,0.4058095831530837,4.5116179999999995
Romania,2022,13.64,0.3142,0.40096343144058344,4.2856879999999995
Romania,2023,13.23,0.3232,0.3987758138230158,4.275936
Romania,2024,14.06,0.3117,0.3976539152872669,4.382502
Romania,2025,15.19,0.3414,0.3935524303606506,5.185866
Romania,2026,14.89,0.3288,0.3940046375794518,4.8958319999999995
Romania,2027,14.3,0.3318,0.3969059028826353,4.74474
Romania,2028,15.19,0.3339,0.37028106459148546,5.071941
Romania,2029,15.19,0.3399,0.3772655891155564,5.163080999999999
Romania,2030,14.94,0.3492,0.38128765142063126,5.217048
Russia,2015,12.8,0.2917,0.37321041702402935,3.73376
Russia,2016,12.32,0.3202,0.3735729261850519,3.944864
Russia,2017,13.26,0.2788,0.3625986085605017,3.696888
Russia,2018,12.96,0.2948,0.3592844178838459,3.8206080000000004
Russia,2019,12.84,0.3011,0.3522343564625214,3.8661239999999997
Russia,2020,13.42,0.3097,0.34560233977711063,4.156174
Russia,2021,13.08,0.3031,0.30092177557089167,3.9645479999999997
Russia,2022,12.98,0.3161,0.29467064633407114,4.102978
Russia,2023,14.11,0.3286,0.4349135431029885,4.636546
Russia,2024,14.59,0.324,0.3989224306758159,4.7271600000000005
Russia,2025,14.24,0.3474,0.39662101204987577,4.946976
Russia,2026,14.23,0.3154,0.3958917616167461,4.488142000000001
Russia,2027,14.62,0.3339,0.3990416346693938,4.881618
Russia,2028,15.54,0.3303,0.38394709961221496,5.132861999999999
Russia,2029,14.55,0.3453,0.356281904541183,5.024115
Russia,2030,15.22,0.3303,0.3730622833467163,5.027166
Slovenia,2015,12.03,0.2973,0.4217159762615844,3.576519
Slovenia,2016,11.89,0.3137,0.4127530049381376,3.729893
Slovenia,2017,12.73,0.3024,0.4102738567307798,3.849552
Slovenia,2018,13.42,0.2975,0.40600033722093626,3.99245
Slovenia,2019,13.22,0.3071,0.40420859016660754,4.059862
Slovenia,2020,13.59,0.3354,0.41152047296262195,4.558085999999999
Slovenia,2021,13.16,0.3133,0.40108759474429,4.123028000000001
Slovenia,2022,14.65,0.308,0.40096343144058344,4.5122
Slovenia,2023,14.64,0.3208,0.3987134568224334,4.696512
Slovenia,2024,14.61,0.3286,0.39786829779359667,4.800846
Slovenia,2025,14.53,0.3171,0.3942329867211966,4.607463
Slovenia,2026,14.54,0.3358,0.39227865340522317,4.882531999999999
Slovenia,2027,14.65,0.3211,0.3744716120477123,4.704115
Slovenia,2028,14.61,0.3491,0.40664866963035184,5.100351
Slovenia,2029,15.84,0.3308,0.4076375706610929,5.239872
Slovenia,2030,15.39,0.3534,0.37791077252119065,5.438826
Spain,2015,12.52,0.2967,0.22129884801422706,3.714684
Spain,2016,12.85,0.2879,0.22486921321420159,3.699515
Spain,2017,12.53,0.3097,0.22024342847814202,3.8805409999999996
Spain,2018,13.08,0.3096,0.2124044916539101,4.049568
Spain,2019,13.24,0.2951,0.19720790891755807,3.9071239999999996
Spain,2020,13.57,0.324,0.1779616519489879,4.39668
Spain,2021,13.81,0.3213,0.18293477109290074,4.4371529999999995
Spain,2022,13.42,0.3145,0.19721634571530666,4.22059
Spain,2023,13.82,0.3149,0.3101198894190836,4.351918
Spain,2024,13.95,0.3289,0.39621174459280484,4.588155
Spain,2025,14.62,0.3345,0.38395626363817237,4.89039
Spain,2026,15.32,0.3308,0.37362029546167874,5.067856
Spain,2027,14.99,0.3338,0.3935671933386571,5.003662
Spain,2028,14.36,0.3244,0.37655722298824623,4.658384
Spain,2029,15.39,0.3336,0.3882484360482711,5.134104000000001
Spain,2030,15.38,0.3268,0.36241033289081337,5.026184
Sweden,2015,12.52,0.2931,0.1568259899993929,3.6696120000000003
Sweden,2016,12.68,0.3009,0.15387278091590817,3.815412
Sweden,2017,12.15,0.313,0.15163172942708827,3.80295
Sweden,2018,12.49,0.302,0.14758943764184485,3.77198
Sweden,2019,13.02,0.3183,0.15185428333920864,4.144266
Sweden,2020,13.44,0.3206,0.14503504046383225,4.308864
Sweden,2021,13.68,0.3138,0.13918369381173734,4.292784
Sweden,2022,13.48,0.3123,0.2622873400302611,4.209804
Sweden,2023,14.02,0.3226,0.2596172011450145,4.522851999999999
Sweden,2024,13.94,0.3371,0.39417828555707385,4.699174
Sweden,2025,14.52,0.3149,0.3862132117636788,4.572348
Sweden,2026,15.2,0.3122,0.37774644859775475,4.745439999999999
Sweden,2027,14.96,0.3266,0.37045413598843424,4.885936
Sweden,2028,15.63,0.3434,0.36443250304476726,5.367342
Sweden,2029,14.74,0.3481,0.370988072641013,5.130994
Sweden,2030,14.59,0.3494,0.3877900784724498,5.097746
Turkey,2015,12.38,0.2869,0.44756225072730493,3.551822
Turkey,2016,12.99,0.3068,0.44146662067208453,3.985332
Turkey,2017,12.88,0.3049,0.4375273843427787,3.927112
Turkey,2018,13.16,0.3015,0.43644823980092284,3.96774
Turkey,2019,13.43,0.2894,0.4275856787529647,3.8866419999999997
Turkey,2020,12.05,0.3157,0.418115240114749,3.804185
Turkey,2021,13.76,0.3074,0.40568670665953893,4.229824
Turkey,2022,13.37,0.3302,0.4028171250981975,4.4147739999999995
Turkey,2023,13.8,0.314,0.41644776651000937,4.333200000000001
Turkey,2024,13.81,0.331,0.3988690547029373,4.57111
Turkey,2025,13.52,0.3241,0.3958364498783612,4.381832
Turkey,2026,14.31,0.3276,0.3786760064521695,4.687956
Turkey,2027,15.07,0.3271,0.3829171091734933,4.929397
Turkey,2028,14.89,0.3163,0.4085306590504456,4.709707000000001
Turkey,2029,14.98,0.3274,0.4042338496546824,4.904452000000001
Turkey,2030,15.49,0.3386,0.37074248326408676,5.2449140000000005
United Kingdom,2015,10.5,0.1936,0.22071029345436796,2.0328
United Kingdom,2016,10.36,0.1816,0.2239220450062817,1.881376
United Kingdom,2017,9.72,0.1932,0.2246280978689681,1.8779040000000002
United Kingdom,2018,10.8,0.1944,0.2206411852114463,2.09952
United Kingdom,2019,10.6,0.2064,0.21496859547434927,2.18784
United Kingdom,2020,10.58,0.2147,0.19153349028851116,2.271526
United Kingdom,2021,10.8,0.1897,0.18168951400186611,2.04876
United Kingdom,2022,10.8,0.1981,0.19259692743813134,2.1394800000000003
United Kingdom,2023,11.15,0.2186,0.18548163705573867,2.43739
United Kingdom,2024,11.09,0.208,0.20196853149355784,2.30672
United Kingdom,2025,11.44,0.2062,0.2083636500429351,2.3589279999999997
United Kingdom,2026,11.88,0.1995,0.20119882518771348,2.3700600000000005
United Kingdom,2027,10.9,0.1917,0.18947450508414213,2.0895300000000003
United Kingdom,2028,11.08,0.1838,0.18364162768337924,2.036504
United Kingdom,2029,11.48,0.1989,0.18797384840203074,2.283372
United Kingdom,2030,11.53,0.2104,0.2061844594197999,2.425912
United States,2015,16.71,0.2848,0.17830169036193083,4.759008000000001
United States,2016,16.99,0.2574,0.13162576005918794,4.373226
United States,2017,17.23,0.2726,0.1504832494445003,4.696898
United States,2018,17.06,0.2779,0.15578272878377006,4.740974
United States,2019,17.65,0.27,0.11702318953225575,4.7655
United States,2020,17.28,0.2749,0.09644022252482483,4.750272
United States,2021,17.69,0.2556,0.10274781630451055,4.521564000000001
United States,2022,18.02,0.2685,0.10405768374457783,4.83837
United States,2023,17.87,0.271,0.13314112736500724,4.842770000000001
United States,2024,17.95,0.2772,0.1219210080328076,4.97574
United States,2025,18.04,0.2792,0.11289578189979796,5.0367679999999995
United States,2026,18.02,0.2958,0.12844602990713305,5.330316
United States,2027,18.57,0.293,0.09291760755235914,5.4410099999999995
United States,2028,19.01,0.2843,0.1320690332471438,5.404543
United States,2029,18.76,0.2862,0.1491140036854807,5.369112
United States,2030,18.35,0.3067,0.12754000000000001,5.6279449999999995
