country,year,total_DDD,watch_proportion,ses_risk_score,antibiotic_pressure_index
Brazil,2030,16.77,0.3531,0.30629341997272985,5.921487
Chile,2016,12.58,0.2837,0.30252820181900075,3.568946
Chile,2017,12.32,0.2932,0.28445116671660375,3.6122240000000003
Chile,2018,12.96,0.2973,0.27561146090015365,3.8530080000000004
Chile,2019,13.56,0.2851,0.27392362119658875,3.8659560000000006
Chile,2020,13.53,0.3042,0.2661851806951797,4.115826
Chile,2021,13.75,0.3328,0.25061337782964865,4.576
Chile,2022,13.73,0.318,0.24147940182740085,4.366140000000001
Chile,2023,14.3,0.3058,0.23050142003247043,4.372940000000001
Chile,2024,14.43,0.3302,0.4005183798210552,4.764786
Chile,2025,14.31,0.3316,0.3969915847757771,4.745196
Chile,2026,14.61,0.3205,0.38070491973999687,4.682505
Chile,2027,14.24,0.3409,0.3848277708479336,4.854416
Chile,2028,15.68,0.3262,0.3773131233851502,5.114815999999999
Chile,2029,15.31,0.325,0.3979747920371123,4.975750000000001
Chile,2030,15.18,0.3352,0.3842914405405533,5.088336
Colombia,2016,12.11,0.2974,0.5320768634448432,3.601514
Colombia,2017,13.16,0.3068,0.5247633580854961,4.037488000000001
Colombia,2018,12.76,0.3184,0.5193745935938244,4.062784
Colombia,2019,13.25,0.3252,0.5164997201299436,4.3088999999999995
Colombia,2020,12.85,0.3404,0.5103535207701968,4.37414
Colombia,2021,13.5,0.3014,0.49804852518555276,4.0689
Colombia,2022,13.34,0.3256,0.5497936581807317,4.343504
Colombia,2023,14.33,0.3274,0.5010038715886846,4.691642000000001
Colombia,2024,14.41,0.311,0.3900651097912089,4.48151
Colombia,2025,14.31,0.3022,0.3946314902037771,4.324482000000001
Colombia,2026,14.22,0.335,0.37959919464384095,4.763700000000001
Colombia,2027,14.02,0.3551,0.386490550234624,4.978502000000001
Colombia,2028,15.48,0.3229,0.3884502895543753,4.998492000000001
Colombia,2029,15.47,0.343,0.3955030858040027,5.306210000000001
Colombia,2030,15.32,0.3463,0.36206231119364474,5.305316
Croatia,2016,12.47,0.2982,0.4216452563238779,3.7185540000000006
Croatia,2017,13.0,0.3063,0.4048237226673489,3.9819000000000004
Croatia,2018,13.12,0.3081,0.40097291605000923,4.042272
Croatia,2019,13.58,0.3156,0.4168103848802066,4.285848
Croatia,2020,12.92,0.3033,0.4001958492469897,3.9186360000000002
Croatia,2021,14.18,0.3295,0.4015622002339123,4.67231
Croatia,2022,14.02,0.3142,0.39973512503893727,4.4050839999999996
Croatia,2023,14.33,0.3268,0.3974637484636234,4.683044
Croatia,2024,13.58,0.3237,0.396255841508076,4.395846
Croatia,2025,13.84,0.3214,0.3972298835855371,4.448176
Croatia,2026,14.61,0.3462,0.3921211800023594,5.057982
Croatia,2027,13.95,0.3284,0.3992281181799969,4.58118
Croatia,2028,15.27,0.3417,0.386283051046883,5.217759
Croatia,2029,15.54,0.3281,0.38991285051588864,5.098674
Croatia,2030,15.35,0.3364,0.35890646973118945,5.16374
Czech Republic,2016,13.12,0.2976,0.39794865620114356,3.9045119999999995
Czech Republic,2017,12.81,0.3039,0.4044997391936558,3.8929590000000003
Czech Republic,2018,12.48,0.3102,0.41886388157534804,3.8712959999999996
Czech Republic,2019,12.76,0.3098,0.40769043607890343,3.9530480000000003
Czech Republic,2020,13.11,0.323,0.4018894795442354,4.23453
Czech Republic,2021,13.62,0.3333,0.4020804948460387,4.539546
Czech Republic,2022,12.91,0.3307,0.39973512503893727,4.269337
Czech Republic,2023,14.34,0.3229,0.3984435079261135,4.630386000000001
Czech Republic,2024,15.08,0.3087,0.39706275282825926,4.655195999999999
Czech Republic,2025,14.49,0.3385,0.38752162881351365,4.904865
Czech Republic,2026,14.84,0.3252,0.3869618143901518,4.825968
Czech Republic,2027,15.06,0.3278,0.3820923009708679,4.936668
Czech Republic,2028,14.86,0.3284,0.4062182622181434,4.880024000000001
Czech Republic,2029,15.62,0.3411,0.38618662529254055,5.3279819999999996
Czech Republic,2030,16.41,0.3495,0.3811578851465135,5.735295
France,2016,11.06,0.241,0.21301591796249936,2.66546
France,2017,11.26,0.2312,0.2119557720195548,2.603312
France,2018,11.81,0.2241,0.2111585447487121,2.646621
France,2019,11.6,0.2293,0.21188029514528517,2.65988
France,2020,11.91,0.2363,0.20263160943563638,2.814333
France,2021,11.86,0.2551,0.1973619111762604,3.025486
France,2022,12.17,0.2433,0.20260573002328292,2.9609609999999997
France,2023,12.44,0.2586,0.20197525080317968,3.2169839999999996
France,2024,12.61,0.2304,0.18240010975639098,2.905344
France,2025,12.31,0.2497,0.17477942123908097,3.0738070000000004
France,2026,12.54,0.2416,0.17093681436794933,3.029664
France,2027,12.23,0.2351,0.17478232780250932,2.875273
France,2028,12.1,0.2333,0.17226792334323132,2.82293
France,2029,12.81,0.2408,0.1430290783836481,3.084648
France,2030,11.98,0.25,0.1431366365396376,2.995
Germany,2016,9.69,0.2061,0.15741011411806471,1.997109
Germany,2017,9.85,0.2077,0.1523451505574114,2.045845
Germany,2018,9.95,0.2147,0.14632920351644008,2.136265
Germany,2019,9.89,0.2122,0.1411600118750593,2.098658
Germany,2020,9.58,0.2196,0.12804635465875186,2.103768
Germany,2021,9.27,0.2318,0.11997109972497919,2.148786
Germany,2022,9.77,0.2398,0.12257325321669557,2.342846
Germany,2023,10.27,0.2191,0.12590949899349338,2.2501569999999997
Germany,2024,9.81,0.2262,0.12451149391474114,2.2190220000000003
Germany,2025,10.29,0.2263,0.1374552459024133,2.328627
Germany,2026,10.49,0.2242,0.12725710373228885,2.351858
Germany,2027,10.66,0.2163,0.11408452505980157,2.305758
Germany,2028,10.17,0.2312,0.10825436794452678,2.351304
Germany,2029,9.99,0.2264,0.10724746735731414,2.261736
Germany,2030,10.96,0.2281,0.10246547238082523,2.499976
Greece,2016,12.41,0.3103,0.40107693328716476,3.850823
Greece,2017,12.35,0.2987,0.39843860743800336,3.6889450000000004
Greece,2018,13.43,0.2973,0.43200341607169385,3.992739
Greece,2019,13.3,0.3073,0.40132015029965795,4.087090000000001
Greece,2020,14.03,0.2968,0.4110235819814335,4.164104
Greece,2021,13.38,0.3108,0.4018882544912431,4.158504000000001
Greece,2022,13.95,0.3225,0.39973512503893727,4.498875
Greece,2023,14.17,0.3342,0.3994885435680512,4.735614
Greece,2024,14.47,0.3102,0.39544691485756645,4.488594
Greece,2025,13.82,0.3206,0.396511786218413,4.430692
Greece,2026,14.39,0.3246,0.38545296988216177,4.670994
Greece,2027,15.22,0.3257,0.3687635698920664,4.957154
Greece,2028,15.44,0.3465,0.39376170941612143,5.349959999999999
Greece,2029,15.21,0.3328,0.3639857560943989,5.061888
Greece,2030,15.92,0.3325,0.39572798379816443,5.2934
Guatemala,2016,12.79,0.3017,0.44414668517449296,3.858743
Guatemala,2017,13.32,0.3056,0.4515450583335344,4.0705919999999995
Guatemala,2018,13.01,0.3156,0.4407266061357402,4.105956
Guatemala,2019,13.05,0.3136,0.4423761696737347,4.09248
Guatemala,2020,13.45,0.3113,0.43601679935031945,4.186985
Guatemala,2021,13.01,0.314,0.42205868569348515,4.08514
Guatemala,2022,13.4,0.3223,0.41939162152597853,4.31882
Guatemala,2023,14.95,0.3177,0.4188618316334535,4.7496149999999995
Guatemala,2024,14.57,0.3331,0.40428752304708016,4.853267
Guatemala,2025,13.94,0.3331,0.39700284234617744,4.643414
Guatemala,2026,14.47,0.3246,0.3864545813985507,4.696962
Guatemala,2027,15.13,0.3264,0.39042119930950897,4.938432000000001
Guatemala,2028,14.8,0.3426,0.3724231678127401,5.070480000000001
Guatemala,2029,15.72,0.3387,0.37856361921219245,5.324364
Guatemala,2030,15.67,0.3268,0.37153319411693864,5.120956
Hungary,2016,12.56,0.3035,0.4025174284867452,3.81196
Hungary,2017,12.46,0.3084,0.41245386293775405,3.8426640000000005
Hungary,2018,13.11,0.3079,0.40375939359155977,4.036569
Hungary,2019,13.67,0.3207,0.41170476791870436,4.383969
Hungary,2020,12.91,0.3044,0.4043159457116364,3.9298040000000003
Hungary,2021,13.82,0.311,0.40262496248532487,4.29802
Hungary,2022,14.6,0.3281,0.39973512503893727,4.79026
Hungary,2023,13.67,0.3124,0.39726246537984466,4.270508
Hungary,2024,13.69,0.3267,0.39605099872493543,4.472523
Hungary,2025,14.16,0.3192,0.38961713405770587,4.5198719999999994
Hungary,2026,14.09,0.3379,0.39295410254368224,4.761011
Hungary,2027,14.5,0.3229,0.3776767123300918,4.68205
Hungary,2028,14.25,0.339,0.3903098193710267,4.83075
Hungary,2029,15.29,0.3453,0.36237396984097864,5.279636999999999
Hungary,2030,15.97,0.3431,0.3977792229221655,5.479307
Israel,2016,12.46,0.283,0.32610553082001403,3.52618
Israel,2017,12.84,0.3055,0.3150518858817041,3.9226199999999998
Israel,2018,13.1,0.2855,0.3076709367774816,3.7400499999999997
Israel,2019,13.69,0.3142,0.3094104427587309,4.301398
Israel,2020,13.24,0.3082,0.30511395096539995,4.0805679999999995
Israel,2021,12.83,0.3172,0.29347992463531714,4.069675999999999
Israel,2022,13.66,0.3057,0.297198542660579,4.175862
Israel,2023,14.79,0.3354,0.296693117719038,4.960565999999999
Israel,2024,14.49,0.3228,0.39625161490664,4.677372
Israel,2025,13.9,0.3258,0.3973481874781094,4.52862
Israel,2026,14.79,0.3279,0.3800890698394346,4.849641
Israel,2027,14.79,0.3339,0.3829990027308647,4.938381
Israel,2028,14.54,0.3432,0.38527879556277195,4.9901279999999995
Israel,2029,15.6,0.3337,0.39600289108895403,5.2057199999999995
Israel,2030,15.12,0.3622,0.3967552907885945,5.476464
Italy,2016,13.06,0.2758,0.24269494550208467,3.601948
Italy,2017,12.76,0.2918,0.24031553766492117,3.723368
Italy,2018,12.64,0.2981,0.2394420491417217,3.7679839999999998
Italy,2019,13.22,0.3067,0.2394613438206733,4.054574
Italy,2020,12.88,0.3001,0.23386169523737263,3.865288
Italy,2021,12.78,0.3131,0.22885558029970485,4.001417999999999
Italy,2022,13.91,0.3256,0.22923522912152428,4.529096
Italy,2023,14.39,0.321,0.3391246698101263,4.619190000000001
Italy,2024,14.04,0.3444,0.3968369444707849,4.835375999999999
Italy,2025,14.03,0.3124,0.39600316365086263,4.382972
Italy,2026,14.42,0.3309,0.39821121642093826,4.771578000000001
Italy,2027,15.34,0.3273,0.38570515067280786,5.020782
Italy,2028,14.35,0.3423,0.36200225106197387,4.912005
Italy,2029,15.02,0.3273,0.37552260162791584,4.916046
Italy,2030,15.03,0.3423,0.3743133938536387,5.144768999999999
Japan,2016,11.89,0.3137,0.22762093093172495,3.729893
Japan,2017,12.73,0.3024,0.2768982429846245,3.849552
Japan,2018,13.42,0.2975,0.22348385066527865,3.99245
Japan,2019,13.22,0.3071,0.2589400525264558,4.059862
Japan,2020,13.59,0.3354,0.2116219499435913,4.558085999999999
Japan,2021,13.16,0.3133,0.24732877706627465,4.123028000000001
Japan,2022,14.65,0.308,0.2052671168664567,4.5122
Japan,2023,14.64,0.3208,0.265540312627653,4.696512
Japan,2024,14.61,0.3286,0.3966292576622744,4.800846
Japan,2025,14.53,0.3171,0.3929896477994066,4.607463
Japan,2026,14.54,0.3358,0.39105850051083524,4.882531999999999
Japan,2027,14.65,0.3211,0.37323736787969686,4.704115
Japan,2028,14.61,0.3491,0.4054211015449704,5.100351
Japan,2029,15.84,0.3308,0.40639379813175897,5.239872
Japan,2030,15.39,0.3534,0.37668384527807286,5.438826
"Korea, South",2016,12.72,0.2997,0.41846970142418627,3.8121840000000007
"Korea, South",2017,13.05,0.2909,0.4065335355816924,3.7962450000000003
"Korea, South",2018,12.73,0.3127,0.4164661183809303,3.980671
"Korea, South",2019,13.28,0.3126,0.40944728279562215,4.1513279999999995
"Korea, South",2020,13.44,0.2981,0.40757592534024234,4.006463999999999
"Korea, South",2021,13.77,0.327,0.4022667919056425,4.50279
"Korea, South",2022,14.01,0.3243,0.39973512503893727,4.543443
"Korea, South",2023,13.62,0.3175,0.4016741465274032,4.32435
"Korea, South",2024,14.02,0.3179,0.39272284277033054,4.456958
"Korea, South",2025,14.15,0.3319,0.39258699678163766,4.696384999999999
"Korea, South",2026,14.82,0.3375,0.37673578374257,5.00175
"Korea, South",2027,15.52,0.3338,0.3650475521779648,5.180575999999999
"Korea, South",2028,15.19,0.3368,0.390819062884612,5.115991999999999
"Korea, South",2029,14.56,0.3274,0.370870503327537,4.7669440000000005
"Korea, South",2030,15.59,0.3366,0.38507231212968007,5.247594
Lithuania,2016,12.58,0.2848,0.42598444566779164,3.582784
Lithuania,2017,12.92,0.2991,0.42842734569288343,3.8643719999999995
Lithuania,2018,13.08,0.3069,0.399085327991632,4.014252
Lithuania,2019,12.55,0.319,0.4084753207475287,4.00345
Lithuania,2020,12.89,0.308,0.3995913299013569,3.97012
Lithuania,2021,13.42,0.3243,0.4013907680895716,4.352106
Lithuania,2022,13.84,0.3266,0.39973512503893727,4.520144
Lithuania,2023,14.08,0.3198,0.3988772115092425,4.502783999999999
Lithuania,2024,13.88,0.3183,0.39723174711674236,4.418004000000001
Lithuania,2025,14.42,0.3286,0.39506469010328044,4.738412
Lithuania,2026,14.34,0.3431,0.3860941821702096,4.920054
Lithuania,2027,14.92,0.3209,0.3745085602529158,4.787828
Lithuania,2028,15.6,0.3182,0.36466658731771995,4.96392
Lithuania,2029,15.36,0.3326,0.35591000472907675,5.1087359999999995
Lithuania,2030,16.03,0.3494,0.349804115358731,5.600882
Malaysia,2016,12.14,0.3091,0.41715278855313176,3.752474
Malaysia,2017,11.99,0.3104,0.4061455548400614,3.721696
Malaysia,2018,12.98,0.2959,0.3982461310077857,3.840782
Malaysia,2019,13.59,0.3158,0.38913740488606785,4.291722
Malaysia,2020,13.48,0.3139,0.3813783296233447,4.231372
Malaysia,2021,13.76,0.3105,0.3706743818028867,4.27248
Malaysia,2022,14.03,0.2984,0.3706343591303964,4.186552
Malaysia,2023,12.65,0.3247,0.368468628068463,4.107455
Malaysia,2024,14.36,0.3164,0.3934020561400731,4.543504
Malaysia,2025,13.97,0.3392,0.3869335231546971,4.738624000000001
Malaysia,2026,14.4,0.323,0.39411276138873885,4.6512
Malaysia,2027,14.41,0.34,0.39427734658902924,4.8994
Malaysia,2028,14.12,0.3331,0.38939810035966593,4.703372
Malaysia,2029,14.91,0.3366,0.3600695924447649,5.018706
Malaysia,2030,15.67,0.3361,0.3703959747769643,5.266687
Mexico,2016,13.63,0.2903,0.4548573707564302,3.956789
Mexico,2017,13.7,0.3014,0.44533768900040865,4.12918
Mexico,2018,14.19,0.3126,0.43688121119917206,4.435794
Mexico,2019,14.1,0.3196,0.4292065512342812,4.50636
Mexico,2020,14.1,0.3096,0.4218466871776254,4.36536
Mexico,2021,13.6,0.3232,0.40810499189674226,4.395519999999999
Mexico,2022,14.82,0.3264,0.39865015056411257,4.837248000000001
Mexico,2023,14.76,0.3404,0.39853632113642934,5.024304
Mexico,2024,14.88,0.3507,0.33469709078954013,5.218416
Mexico,2025,15.24,0.3277,0.3283160590924157,4.994148
Mexico,2026,15.38,0.3381,0.3212177444443386,5.199978000000001
Mexico,2027,15.87,0.3606,0.3203754762067937,5.722721999999999
Mexico,2028,15.95,0.352,0.32731651642476145,5.6144
Mexico,2029,16.44,0.3522,0.35022941061109747,5.790168
Mexico,2030,17.02,0.3475,0.3348737600847846,5.9144499999999995
Philippines,2016,12.34,0.2867,0.5477995117338431,3.537878
Philippines,2017,12.68,0.2808,0.544585505615689,3.5605439999999997
Philippines,2018,13.24,0.2979,0.5405080463867885,3.9441960000000003
Philippines,2019,13.45,0.3114,0.5332841387189176,4.18833
Philippines,2020,12.91,0.3318,0.5226563168826375,4.283538
Philippines,2021,13.29,0.3054,0.5091392043547984,4.058765999999999
Philippines,2022,13.63,0.3216,0.4870066378693012,4.383408
Philippines,2023,13.56,0.3279,0.4839876486412483,4.446324000000001
Philippines,2024,14.25,0.321,0.3995757114526902,4.57425
Philippines,2025,13.98,0.3269,0.38935304418576266,4.570062
Philippines,2026,14.49,0.3086,0.39571691185221197,4.471614
Philippines,2027,14.92,0.3225,0.3893936842560445,4.8117
Philippines,2028,14.87,0.326,0.3889067662873574,4.84762
Philippines,2029,15.05,0.3332,0.36496916503654253,5.01466
Philippines,2030,15.24,0.3362,0.36006407567929993,5.1236880000000005
Poland,2016,12.32,0.3088,0.3083083291523465,3.8044160000000002
Poland,2017,12.97,0.307,0.3055404287290974,3.98179
Poland,2018,13.51,0.2993,0.3051933761030018,4.043543
Poland,2019,13.36,0.3022,0.2658868980884369,4.0373920000000005
Poland,2020,13.05,0.3237,0.2640166719480577,4.224285
Poland,2021,13.24,0.3384,0.2557990315247253,4.480416
Poland,2022,14.74,0.295,0.254017593987993,4.3483
Poland,2023,14.35,0.3112,0.21817791835148456,4.465719999999999
Poland,2024,14.41,0.3246,0.3931831573374094,4.677486
Poland,2025,13.37,0.3268,0.4009539521959419,4.3693159999999995
Poland,2026,15.12,0.3312,0.39043305148209234,5.007744
Poland,2027,15.55,0.3245,0.40457726440059494,5.045975
Poland,2028,15.75,0.3347,0.39965711536715676,5.271525
Poland,2029,14.67,0.3434,0.36589549003917354,5.037678
Poland,2030,16.08,0.3428,0.3819155560854679,5.512223999999999
Portugal,2016,12.69,0.3,0.19389580023256625,3.8069999999999995
Portugal,2017,11.92,0.3223,0.18260328504533374,3.8418159999999997
Portugal,2018,13.76,0.32,0.17213080373701578,4.4032
Portugal,2019,13.37,0.309,0.17016603407888312,4.131329999999999
Portugal,2020,13.27,0.3268,0.16025209092504125,4.3366359999999995
Portugal,2021,13.93,0.3024,0.14902059052212496,4.212432
Portugal,2022,13.61,0.3206,0.15460916872210295,4.363366
Portugal,2023,13.78,0.3271,0.2954366280306653,4.507438
Portugal,2024,15.01,0.3431,0.3949741278344161,5.1499310000000005
Portugal,2025,14.68,0.3171,0.3830767158122985,4.655028
Portugal,2026,15.0,0.3168,0.3955094423016935,4.752000000000001
Portugal,2027,14.61,0.3252,0.3963667860731427,4.7511719999999995
Portugal,2028,14.91,0.3383,0.38057743288475476,5.044053
Portugal,2029,15.64,0.3412,0.3739595825545217,5.336368
Portugal,2030,14.75,0.3474,0.38571390979640896,5.12415
Romania,2016,12.93,0.3075,0.41812815333593567,3.975975
Romania,2017,12.53,0.3004,0.4089993671507902,3.7640119999999997
Romania,2018,12.83,0.3138,0.41057230755056284,4.026054
Romania,2019,12.46,0.3034,0.4099964031833804,3.7803640000000005
Romania,2020,13.94,0.3063,0.4033476399140635,4.2698220000000005
Romania,2021,14.15,0.3223,0.4011278440485987,4.560544999999999
Romania,2022,13.04,0.3083,0.39973512503893727,4.020232
Romania,2023,14.77,0.3028,0.3963823072270706,4.472356
Romania,2024,13.96,0.324,0.39292015795490975,4.523040000000001
Romania,2025,14.51,0.3425,0.39350592852245236,4.9696750000000005
Romania,2026,14.21,0.3303,0.393895880506845,4.693563
Romania,2027,15.11,0.3288,0.38765219287317976,4.9681679999999995
Romania,2028,14.64,0.3303,0.3829807036821472,4.835592
Romania,2029,14.71,0.3378,0.39850059888455336,4.969038
Romania,2030,15.83,0.3358,0.3729443276679738,5.315714
Russia,2016,12.87,0.2787,0.3724147376587914,3.5868689999999996
Russia,2017,12.05,0.3144,0.3614139406488029,3.7885200000000006
Russia,2018,12.93,0.3092,0.35809328984039007,3.9979559999999994
Russia,2019,12.6,0.2983,0.35104056988657795,3.75858
Russia,2020,13.87,0.3104,0.344424446007508,4.305248
Russia,2021,13.85,0.3141,0.29971752511584654,4.3502849999999995
Russia,2022,14.26,0.3113,0.29343716981229057,4.439138
Russia,2023,13.07,0.3102,0.43361260311194194,4.054314
Russia,2024,14.41,0.3255,0.39660390733966644,4.690455
Russia,2025,14.29,0.3377,0.3782790748499556,4.825733
Russia,2026,14.35,0.3171,0.39525398508429177,4.5503849999999995
Russia,2027,15.14,0.3249,0.3923977749618738,4.918986
Russia,2028,15.09,0.3202,0.3952784224148417,4.831817999999999
Russia,2029,14.59,0.3312,0.39810711013259625,4.832208
Russia,2030,16.28,0.3456,0.33760981510337174,5.626368
Spain,2016,12.48,0.2948,0.22356698971570677,3.679104
Spain,2017,12.89,0.3033,0.21893367028621638,3.9095370000000003
Spain,2018,13.28,0.3254,0.21108510913968181,4.321312
Spain,2019,13.07,0.3345,0.19589197814123238,4.371915
Spain,2020,12.63,0.3132,0.17665716502002266,3.955716
Spain,2021,13.31,0.3192,0.18161456871072068,4.248552
Spain,2022,13.26,0.3087,0.19589814960044338,4.093362
Spain,2023,14.01,0.3062,0.30822897718083625,4.289862
Spain,2024,15.46,0.3347,0.4005325500276978,5.174462
Spain,2025,14.73,0.3299,0.4036366225707557,4.859427
Spain,2026,14.8,0.3275,0.3917255669035574,4.847
Spain,2027,14.9,0.3296,0.3886551307602794,4.91104
Spain,2028,14.58,0.3331,0.3859553594156083,4.856598
Spain,2029,15.78,0.3413,0.40517056066101376,5.385713999999999
Spain,2030,16.06,0.3512,0.371185351397779,5.6402719999999995
Taiwan,2016,13.52,0.3013,0.4133223380529788,4.073576
Taiwan,2017,12.87,0.2979,0.39928499072208556,3.833973
Taiwan,2018,13.49,0.3008,0.4067145876404348,4.057792
Taiwan,2019,13.47,0.2909,0.40888742490671826,3.918423
Taiwan,2020,13.22,0.3256,0.40358210770418035,4.304432
Taiwan,2021,13.81,0.3277,0.4031564879872993,4.525537
Taiwan,2022,13.6,0.3149,0.39973512503893727,4.28264
Taiwan,2023,13.33,0.32,0.39772545521283986,4.2656
Taiwan,2024,14.54,0.3208,0.39970540589846887,4.664432
Taiwan,2025,14.44,0.3165,0.3864833861537215,4.57026
Taiwan,2026,14.26,0.3292,0.3869479959292246,4.694392
Taiwan,2027,15.12,0.3284,0.37648249384150967,4.965408
Taiwan,2028,15.29,0.3467,0.36854113085251894,5.301043
Taiwan,2029,15.01,0.3265,0.3703790429020638,4.900765
Taiwan,2030,14.5,0.3435,0.3672662359114617,4.9807500000000005
Thailand,2016,12.31,0.2999,0.6195946582279102,3.6917690000000003
Thailand,2017,12.53,0.2995,0.6025172341669541,3.7527349999999995
Thailand,2018,13.15,0.3014,0.6091765309940792,3.96341
Thailand,2019,13.61,0.3001,0.6058155591459429,4.0843609999999995
Thailand,2020,13.15,0.3069,0.6033938966940369,4.035735
Thailand,2021,13.77,0.303,0.5929361282856336,4.1723099999999995
Thailand,2022,14.26,0.2991,0.5523031846422988,4.265166
Thailand,2023,13.93,0.3235,0.5589971189498169,4.506355
Thailand,2024,13.6,0.3267,0.38971387181016465,4.4431199999999995
Thailand,2025,14.73,0.3283,0.39046991685488697,4.835859
Thailand,2026,14.57,0.3281,0.4005058177803459,4.780417
Thailand,2027,14.79,0.3415,0.3764263112193507,5.050785
Thailand,2028,14.89,0.3301,0.37824375808545974,4.915189000000001
Thailand,2029,15.55,0.3439,0.40140708727225083,5.347645
Thailand,2030,15.82,0.3296,0.38482799636357606,5.214272
Turkey,2016,13.05,0.2973,0.44027811123662586,3.8797650000000004
Turkey,2017,12.43,0.3097,0.43634155370311356,3.8495709999999996
Turkey,2018,13.13,0.2942,0.4352758218747322,3.8628460000000007
Turkey,2019,13.11,0.3144,0.42641712891339634,4.121784
Turkey,2020,12.69,0.3165,0.4169550771886569,4.016385
Turkey,2021,13.52,0.3192,0.4045104221860415,4.315583999999999
Turkey,2022,12.91,0.333,0.401629625749758,4.29903
Turkey,2023,13.75,0.3142,0.4135541049097109,4.32025
Turkey,2024,14.1,0.3285,0.3952128292716143,4.63185
Turkey,2025,14.34,0.3415,0.3924374280811027,4.8971100000000005
Turkey,2026,14.51,0.3454,0.3798831712541213,5.011754
Turkey,2027,14.72,0.3321,0.38759549392105774,4.888512
Turkey,2028,14.36,0.3269,0.3940676773490984,4.694284000000001
Turkey,2029,15.32,0.3235,0.39929910420080184,4.9560200000000005
Turkey,2030,16.08,0.3431,0.36757480471127324,5.517048
Ukraine,2016,12.46,0.2981,0.3948247489352894,3.714326
Ukraine,2017,13.47,0.3098,0.4052476982928914,4.173006000000001
