country,combo,year,pathogen,drug,resistance_pct,n_isolates,source_files,total_DDD,watch_proportion,gdp_per_capita,health_expenditure,sanitation,physicians,hospital_beds,urbanisation,agricultural_land,gini,water_access,income_group,region
Argentina,A_baumannii_AMG,2026,A_baumannii,AMG,,,,15.21,0.3217,16402.044,6.103,76.495,1.46,2.532,59.475,42.4367915620695,38.786,92.752,Unknown,Unknown
Argentina,A_baumannii_AMG,2027,A_baumannii,AMG,,,,14.17,0.3357,14399.941,6.283,76.092,1.579,2.546,63.05,42.4367915620695,38.337,90.178,Unknown,Unknown
Argentina,A_baumannii_AMG,2028,A_baumannii,AMG,,,,14.17,0.3376,17641.781,6.176,75.004,1.612,2.542,63.993,42.4367915620695,37.56,92.36,Unknown,Unknown
Argentina,A_baumannii_AMG,2029,A_baumannii,AMG,,,,15.59,0.3387,11073.007,5.523,78.009,1.615,2.719,59.264,42.4367915620695,37.36,87.217,Unknown,Unknown
Argentina,A_baumannii_AMG,2030,A_baumannii,AMG,,,,15.4,0.3205,14988.254,6.032,77.135,1.463,2.762,58.463,42.4367915620695,35.803,93.203,Unknown,Unknown
Argentina,A_baumannii_CARB,2016,A_baumannii,CARB,91.66666666666667,48.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.7,0.3058,12699.9623137756,10.05355549,48.5396557191852,5.024,4.94,91.5856817228217,43.4324236577764,42.3,99.0413738458383,Unknown,Unknown
Argentina,A_baumannii_CARB,2017,A_baumannii,CARB,92.3076923076923,52.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.57,0.2929,14532.5009308511,10.26057911,72.295,5.094,4.99,91.6776028433824,42.9825761047104,41.4,87.432,Unknown,Unknown
Argentina,A_baumannii_CARB,2018,A_baumannii,CARB,66.66666666666667,54.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.2,0.3147,11752.7998922979,10.17289257,73.253,5.167,3.69,91.7679941327998,42.3613927774063,41.7,88.779,Unknown,Unknown
Argentina,A_baumannii_CARB,2019,A_baumannii,CARB,95.45454545454545,44.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.21,0.3101,9955.97478680428,10.11911297,75.068,5.25,3.69,91.8567844513802,42.605848671205,43.3,88.597,Unknown,Unknown
Argentina,A_baumannii_CARB,2020,A_baumannii,CARB,95.0,40.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.09,0.3233,8535.59938004389,10.67246342,72.971,5.304,3.19,91.9439026594897,43.0004859885482,42.7,89.028,Unknown,Unknown
Argentina,A_baumannii_CARB,2021,A_baumannii,CARB,,,,13.98,0.3128,10738.0179223384,11.00910187,74.981,5.384,3.34,92.0292776175651,43.1097420606645,42.4,89.544,Unknown,Unknown
Argentina,A_baumannii_CARB,2022,A_baumannii,CARB,,,,13.58,0.3134,13962.1894087223,10.15950489,75.0,5.437,3.36,92.112838186126,43.4276443440799,40.7,90.0,Unknown,Unknown
Argentina,A_baumannii_CARB,2023,A_baumannii,CARB,,,,13.68,0.3203,14261.8465667948,10.2695179,74.579,5.106,2.491,92.1945132257907,42.4367915620695,42.4,90.343,Unknown,Unknown
Argentina,A_baumannii_CARB,2024,A_baumannii,CARB,,,,13.95,0.3289,15843.768,6.102,74.55,1.527,2.472,60.136,42.4367915620695,38.701,91.544,Unknown,Unknown
Argentina,A_baumannii_CARB,2025,A_baumannii,CARB,,,,14.26,0.3225,17579.312,6.19,76.476,1.45,2.429,61.027,42.4367915620695,37.632,90.181,Unknown,Unknown
Argentina,A_baumannii_CARB,2026,A_baumannii,CARB,,,,15.21,0.3217,16402.044,6.103,76.495,1.46,2.532,59.475,42.4367915620695,38.786,92.752,Unknown,Unknown
Argentina,A_baumannii_CARB,2027,A_baumannii,CARB,,,,14.17,0.3357,14399.941,6.283,76.092,1.579,2.546,63.05,42.4367915620695,38.337,90.178,Unknown,Unknown
Argentina,A_baumannii_CARB,2028,A_baumannii,CARB,,,,14.17,0.3376,17641.781,6.176,75.004,1.612,2.542,63.993,42.4367915620695,37.56,92.36,Unknown,Unknown
Argentina,A_baumannii_CARB,2029,A_baumannii,CARB,,,,15.59,0.3387,11073.007,5.523,78.009,1.615,2.719,59.264,42.4367915620695,37.36,87.217,Unknown,Unknown
Argentina,A_baumannii_CARB,2030,A_baumannii,CARB,,,,15.4,0.3205,14988.254,6.032,77.135,1.463,2.762,58.463,42.4367915620695,35.803,93.203,Unknown,Unknown
Argentina,A_baumannii_COL,2016,A_baumannii,COL,0.0,24.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.7,0.3058,12699.9623137756,10.05355549,48.5396557191852,5.024,4.94,91.5856817228217,43.4324236577764,42.3,99.0413738458383,Unknown,Unknown
Argentina,A_baumannii_COL,2017,A_baumannii,COL,0.0,26.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.57,0.2929,14532.5009308511,10.26057911,72.295,5.094,4.99,91.6776028433824,42.9825761047104,41.4,87.432,Unknown,Unknown
Argentina,A_baumannii_COL,2018,A_baumannii,COL,7.4074074074074066,27.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.2,0.3147,11752.7998922979,10.17289257,73.253,5.167,3.69,91.7679941327998,42.3613927774063,41.7,88.779,Unknown,Unknown
Argentina,A_baumannii_COL,2019,A_baumannii,COL,4.545454545454546,22.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.21,0.3101,9955.97478680428,10.11911297,75.068,5.25,3.69,91.8567844513802,42.605848671205,43.3,88.597,Unknown,Unknown
Argentina,A_baumannii_COL,2020,A_baumannii,COL,5.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.09,0.3233,8535.59938004389,10.67246342,72.971,5.304,3.19,91.9439026594897,43.0004859885482,42.7,89.028,Unknown,Unknown
Argentina,A_baumannii_COL,2021,A_baumannii,COL,,,,13.98,0.3128,10738.0179223384,11.00910187,74.981,5.384,3.34,92.0292776175651,43.1097420606645,42.4,89.544,Unknown,Unknown
Argentina,A_baumannii_COL,2022,A_baumannii,COL,,,,13.58,0.3134,13962.1894087223,10.15950489,75.0,5.437,3.36,92.112838186126,43.4276443440799,40.7,90.0,Unknown,Unknown
Argentina,A_baumannii_COL,2023,A_baumannii,COL,,,,13.68,0.3203,14261.8465667948,10.2695179,74.579,5.106,2.491,92.1945132257907,42.4367915620695,42.4,90.343,Unknown,Unknown
Argentina,A_baumannii_COL,2024,A_baumannii,COL,,,,13.95,0.3289,15843.768,6.102,74.55,1.527,2.472,60.136,42.4367915620695,38.701,91.544,Unknown,Unknown
Argentina,A_baumannii_COL,2025,A_baumannii,COL,,,,14.26,0.3225,17579.312,6.19,76.476,1.45,2.429,61.027,42.4367915620695,37.632,90.181,Unknown,Unknown
Argentina,A_baumannii_COL,2026,A_baumannii,COL,,,,15.21,0.3217,16402.044,6.103,76.495,1.46,2.532,59.475,42.4367915620695,38.786,92.752,Unknown,Unknown
Argentina,A_baumannii_COL,2027,A_baumannii,COL,,,,14.17,0.3357,14399.941,6.283,76.092,1.579,2.546,63.05,42.4367915620695,38.337,90.178,Unknown,Unknown
Argentina,A_baumannii_COL,2028,A_baumannii,COL,,,,14.17,0.3376,17641.781,6.176,75.004,1.612,2.542,63.993,42.4367915620695,37.56,92.36,Unknown,Unknown
Argentina,A_baumannii_COL,2029,A_baumannii,COL,,,,15.59,0.3387,11073.007,5.523,78.009,1.615,2.719,59.264,42.4367915620695,37.36,87.217,Unknown,Unknown
Argentina,A_baumannii_COL,2030,A_baumannii,COL,,,,15.4,0.3205,14988.254,6.032,77.135,1.463,2.762,58.463,42.4367915620695,35.803,93.203,Unknown,Unknown
Argentina,A_baumannii_FQ,2016,A_baumannii,FQ,95.83333333333333,24.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.7,0.3058,12699.9623137756,10.05355549,48.5396557191852,5.024,4.94,91.5856817228217,43.4324236577764,42.3,99.0413738458383,Unknown,Unknown
Argentina,A_baumannii_FQ,2017,A_baumannii,FQ,96.15384615384616,26.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.57,0.2929,14532.5009308511,10.26057911,72.295,5.094,4.99,91.6776028433824,42.9825761047104,41.4,87.432,Unknown,Unknown
Argentina,A_baumannii_FQ,2018,A_baumannii,FQ,66.66666666666667,27.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.2,0.3147,11752.7998922979,10.17289257,73.253,5.167,3.69,91.7679941327998,42.3613927774063,41.7,88.779,Unknown,Unknown
Argentina,A_baumannii_FQ,2019,A_baumannii,FQ,95.45454545454545,22.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.21,0.3101,9955.97478680428,10.11911297,75.068,5.25,3.69,91.8567844513802,42.605848671205,43.3,88.597,Unknown,Unknown
Argentina,A_baumannii_FQ,2020,A_baumannii,FQ,95.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.09,0.3233,8535.59938004389,10.67246342,72.971,5.304,3.19,91.9439026594897,43.0004859885482,42.7,89.028,Unknown,Unknown
Argentina,A_baumannii_FQ,2021,A_baumannii,FQ,,,,13.98,0.3128,10738.0179223384,11.00910187,74.981,5.384,3.34,92.0292776175651,43.1097420606645,42.4,89.544,Unknown,Unknown
Argentina,A_baumannii_FQ,2022,A_baumannii,FQ,,,,13.58,0.3134,13962.1894087223,10.15950489,75.0,5.437,3.36,92.112838186126,43.4276443440799,40.7,90.0,Unknown,Unknown
Argentina,A_baumannii_FQ,2023,A_baumannii,FQ,,,,13.68,0.3203,14261.8465667948,10.2695179,74.579,5.106,2.491,92.1945132257907,42.4367915620695,42.4,90.343,Unknown,Unknown
Argentina,A_baumannii_FQ,2024,A_baumannii,FQ,,,,13.95,0.3289,15843.768,6.102,74.55,1.527,2.472,60.136,42.4367915620695,38.701,91.544,Unknown,Unknown
Argentina,A_baumannii_FQ,2025,A_baumannii,FQ,,,,14.26,0.3225,17579.312,6.19,76.476,1.45,2.429,61.027,42.4367915620695,37.632,90.181,Unknown,Unknown
Argentina,A_baumannii_FQ,2026,A_baumannii,FQ,,,,15.21,0.3217,16402.044,6.103,76.495,1.46,2.532,59.475,42.4367915620695,38.786,92.752,Unknown,Unknown
Argentina,A_baumannii_FQ,2027,A_baumannii,FQ,,,,14.17,0.3357,14399.941,6.283,76.092,1.579,2.546,63.05,42.4367915620695,38.337,90.178,Unknown,Unknown
Argentina,A_baumannii_FQ,2028,A_baumannii,FQ,,,,14.17,0.3376,17641.781,6.176,75.004,1.612,2.542,63.993,42.4367915620695,37.56,92.36,Unknown,Unknown
Argentina,A_baumannii_FQ,2029,A_baumannii,FQ,,,,15.59,0.3387,11073.007,5.523,78.009,1.615,2.719,59.264,42.4367915620695,37.36,87.217,Unknown,Unknown
Argentina,A_baumannii_FQ,2030,A_baumannii,FQ,,,,15.4,0.3205,14988.254,6.032,77.135,1.463,2.762,58.463,42.4367915620695,35.803,93.203,Unknown,Unknown
Argentina,A_baumannii_TET,2016,A_baumannii,TET,33.333333333333336,48.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.7,0.3058,12699.9623137756,10.05355549,48.5396557191852,5.024,4.94,91.5856817228217,43.4324236577764,42.3,99.0413738458383,Unknown,Unknown
Argentina,A_baumannii_TET,2017,A_baumannii,TET,17.307692307692307,52.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.57,0.2929,14532.5009308511,10.26057911,72.295,5.094,4.99,91.6776028433824,42.9825761047104,41.4,87.432,Unknown,Unknown
Argentina,A_baumannii_TET,2018,A_baumannii,TET,7.4074074074074066,54.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.2,0.3147,11752.7998922979,10.17289257,73.253,5.167,3.69,91.7679941327998,42.3613927774063,41.7,88.779,Unknown,Unknown
Argentina,A_baumannii_TET,2019,A_baumannii,TET,31.818181818181817,44.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.21,0.3101,9955.97478680428,10.11911297,75.068,5.25,3.69,91.8567844513802,42.605848671205,43.3,88.597,Unknown,Unknown
Argentina,A_baumannii_TET,2020,A_baumannii,TET,52.5,40.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.09,0.3233,8535.59938004389,10.67246342,72.971,5.304,3.19,91.9439026594897,43.0004859885482,42.7,89.028,Unknown,Unknown
Argentina,A_baumannii_TET,2021,A_baumannii,TET,,,,13.98,0.3128,10738.0179223384,11.00910187,74.981,5.384,3.34,92.0292776175651,43.1097420606645,42.4,89.544,Unknown,Unknown
Argentina,A_baumannii_TET,2022,A_baumannii,TET,,,,13.58,0.3134,13962.1894087223,10.15950489,75.0,5.437,3.36,92.112838186126,43.4276443440799,40.7,90.0,Unknown,Unknown
Argentina,A_baumannii_TET,2023,A_baumannii,TET,,,,13.68,0.3203,14261.8465667948,10.2695179,74.579,5.106,2.491,92.1945132257907,42.4367915620695,42.4,90.343,Unknown,Unknown
Argentina,A_baumannii_TET,2024,A_baumannii,TET,,,,13.95,0.3289,15843.768,6.102,74.55,1.527,2.472,60.136,42.4367915620695,38.701,91.544,Unknown,Unknown
Argentina,A_baumannii_TET,2025,A_baumannii,TET,,,,14.26,0.3225,17579.312,6.19,76.476,1.45,2.429,61.027,42.4367915620695,37.632,90.181,Unknown,Unknown
Argentina,A_baumannii_TET,2026,A_baumannii,TET,,,,15.21,0.3217,16402.044,6.103,76.495,1.46,2.532,59.475,42.4367915620695,38.786,92.752,Unknown,Unknown
Argentina,A_baumannii_TET,2027,A_baumannii,TET,,,,14.17,0.3357,14399.941,6.283,76.092,1.579,2.546,63.05,42.4367915620695,38.337,90.178,Unknown,Unknown
Argentina,A_baumannii_TET,2028,A_baumannii,TET,,,,14.17,0.3376,17641.781,6.176,75.004,1.612,2.542,63.993,42.4367915620695,37.56,92.36,Unknown,Unknown
Argentina,A_baumannii_TET,2029,A_baumannii,TET,,,,15.59,0.3387,11073.007,5.523,78.009,1.615,2.719,59.264,42.4367915620695,37.36,87.217,Unknown,Unknown
Argentina,A_baumannii_TET,2030,A_baumannii,TET,,,,15.4,0.3205,14988.254,6.032,77.135,1.463,2.762,58.463,42.4367915620695,35.803,93.203,Unknown,Unknown
Australia,A_baumannii_3GC,2016,A_baumannii,3GC,35.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.82,0.303,50084.4440606385,10.08958244,95.0924284129018,3.557,3.82,87.0166295249235,44.5399257932247,33.7,99.9699685481919,Unknown,Unknown
Australia,A_baumannii_3GC,2017,A_baumannii,3GC,20.0,15.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.33,0.3211,54117.547718609,10.10880566,95.1775683730115,3.656,2.347,87.12809266445,48.3406179391109,38.138,99.9699329598972,Unknown,Unknown
Australia,A_baumannii_3GC,2018,A_baumannii,3GC,9.090909090909092,22.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.51,0.2882,57410.1737346009,10.08907509,95.2627083331213,3.726,2.5,87.2267680845925,46.6580950127535,34.3,99.9698940747082,Unknown,Unknown
Australia,A_baumannii_3GC,2019,A_baumannii,3GC,,,,12.48,0.3083,55194.7585097428,10.25421429,95.3480250944036,3.808,2.544,87.3019647888406,47.1237724290889,38.012,99.9698532048744,Unknown,Unknown
Australia,A_baumannii_3GC,2020,A_baumannii,3GC,5.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.54,0.3154,51983.4523666382,10.70324135,95.4331347797729,3.895,2.485,87.2713470458985,46.2524798427461,33.8,99.9698157102474,Unknown,Unknown
Australia,A_baumannii_3GC,2021,A_baumannii,3GC,10.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.47,0.3059,60758.9044397144,10.51612186,95.5180750250813,3.976,2.505,87.2353407632761,47.2592374954823,37.89,99.9697732704149,Unknown,Unknown
Australia,A_baumannii_3GC,2022,A_baumannii,3GC,,,,14.14,0.308,65169.5191118657,9.89226055,95.6030152703898,4.086,2.5,87.3343268253813,47.2592374954823,38.0,99.9697269040604,Unknown,Unknown
Australia,A_baumannii_3GC,2023,A_baumannii,3GC,,,,13.52,0.334,65058.3773146674,10.39852047,95.6879555156983,1.541,2.485,87.4866955653765,47.2234443228177,37.986,99.9696841388095,Unknown,Unknown
Australia,A_baumannii_3GC,2024,A_baumannii,3GC,,,,14.27,0.3277,14777.362,6.072,74.983,1.471,2.538,61.152,47.2234443228177,38.202,91.028,Unknown,Unknown
Australia,A_baumannii_3GC,2025,A_baumannii,3GC,,,,14.65,0.3203,14139.703,6.21,75.889,1.472,2.5,60.376,47.2234443228177,37.293,89.233,Unknown,Unknown
Australia,A_baumannii_3GC,2026,A_baumannii,3GC,,,,14.39,0.3354,17286.983,6.183,78.246,1.693,2.549,62.006,47.2234443228177,39.028,90.33,Unknown,Unknown
Australia,A_baumannii_3GC,2027,A_baumannii,3GC,,,,14.55,0.3354,16329.26,6.235,73.959,1.4,2.622,60.556,47.2234443228177,38.241,91.202,Unknown,Unknown
Australia,A_baumannii_3GC,2028,A_baumannii,3GC,,,,14.96,0.3231,21522.639,6.284,77.124,1.522,2.393,58.667,47.2234443228177,40.901,92.152,Unknown,Unknown
Australia,A_baumannii_3GC,2029,A_baumannii,3GC,,,,15.59,0.3251,21950.274,5.84,78.398,1.672,2.403,66.174,47.2234443228177,39.753,91.599,Unknown,Unknown
Australia,A_baumannii_3GC,2030,A_baumannii,3GC,,,,15.49,0.3417,23642.931,6.859,79.276,1.741,2.591,61.974,47.2234443228177,35.586,91.25,Unknown,Unknown
Australia,A_baumannii_AMG,2016,A_baumannii,AMG,15.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.82,0.303,50084.4440606385,10.08958244,95.0924284129018,3.557,3.82,87.0166295249235,44.5399257932247,33.7,99.9699685481919,Unknown,Unknown
Australia,A_baumannii_AMG,2017,A_baumannii,AMG,20.0,15.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.33,0.3211,54117.547718609,10.10880566,95.1775683730115,3.656,2.347,87.12809266445,48.3406179391109,38.138,99.9699329598972,Unknown,Unknown
Australia,A_baumannii_AMG,2018,A_baumannii,AMG,0.0,22.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.51,0.2882,57410.1737346009,10.08907509,95.2627083331213,3.726,2.5,87.2267680845925,46.6580950127535,34.3,99.9698940747082,Unknown,Unknown
Australia,A_baumannii_AMG,2019,A_baumannii,AMG,,,,12.48,0.3083,55194.7585097428,10.25421429,95.3480250944036,3.808,2.544,87.3019647888406,47.1237724290889,38.012,99.9698532048744,Unknown,Unknown
Australia,A_baumannii_AMG,2020,A_baumannii,AMG,0.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.54,0.3154,51983.4523666382,10.70324135,95.4331347797729,3.895,2.485,87.2713470458985,46.2524798427461,33.8,99.9698157102474,Unknown,Unknown
Australia,A_baumannii_AMG,2021,A_baumannii,AMG,5.0,20.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,13.47,0.3059,60758.9044397144,10.51612186,95.5180750250813,3.976,2.505,87.2353407632761,47.2592374954823,37.89,99.9697732704149,Unknown,Unknown
Australia,A_baumannii_AMG,2022,A_baumannii,AMG,,,,14.14,0.308,65169.5191118657,9.89226055,95.6030152703898,4.086,2.5,87.3343268253813,47.2592374954823,38.0,99.9697269040604,Unknown,Unknown
Australia,A_baumannii_AMG,2023,A_baumannii,AMG,,,,13.52,0.334,65058.3773146674,10.39852047,95.6879555156983,1.541,2.485,87.4866955653765,47.2234443228177,37.986,99.9696841388095,Unknown,Unknown
Australia,A_baumannii_AMG,2024,A_baumannii,AMG,,,,14.27,0.3277,14777.362,6.072,74.983,1.471,2.538,61.152,47.2234443228177,38.202,91.028,Unknown,Unknown
Australia,A_baumannii_AMG,2025,A_baumannii,AMG,,,,14.65,0.3203,14139.703,6.21,75.889,1.472,2.5,60.376,47.2234443228177,37.293,89.233,Unknown,Unknown
Australia,A_baumannii_AMG,2026,A_baumannii,AMG,,,,14.39,0.3354,17286.983,6.183,78.246,1.693,2.549,62.006,47.2234443228177,39.028,90.33,Unknown,Unknown
Australia,A_baumannii_AMG,2027,A_baumannii,AMG,,,,14.55,0.3354,16329.26,6.235,73.959,1.4,2.622,60.556,47.2234443228177,38.241,91.202,Unknown,Unknown
Australia,A_baumannii_AMG,2028,A_baumannii,AMG,,,,14.96,0.3231,21522.639,6.284,77.124,1.522,2.393,58.667,47.2234443228177,40.901,92.152,Unknown,Unknown
Australia,A_baumannii_AMG,2029,A_baumannii,AMG,,,,15.59,0.3251,21950.274,5.84,78.398,1.672,2.403,66.174,47.2234443228177,39.753,91.599,Unknown,Unknown
Australia,A_baumannii_AMG,2030,A_baumannii,AMG,,,,15.49,0.3417,23642.931,6.859,79.276,1.741,2.591,61.974,47.2234443228177,35.586,91.25,Unknown,Unknown
Australia,A_baumannii_CARB,2016,A_baumannii,CARB,27.5,40.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.82,0.303,50084.4440606385,10.08958244,95.0924284129018,3.557,3.82,87.0166295249235,44.5399257932247,33.7,99.9699685481919,Unknown,Unknown
Australia,A_baumannii_CARB,2017,A_baumannii,CARB,20.0,30.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.33,0.3211,54117.547718609,10.10880566,95.1775683730115,3.656,2.347,87.12809266445,48.3406179391109,38.138,99.9699329598972,Unknown,Unknown
Australia,A_baumannii_CARB,2018,A_baumannii,CARB,0.0,44.0,IST-Entasis_Acinetobacter-Surveillance_2016-2021.csv,12.51,0.2882,57410.1737346009,10.08907509,95.2627083331213,3.726,2.5,87.2267680845925,46.6580950127535,34.3,99.9698940747082,Unknown,Unknown
